MB_CODE16,lat,lon
"10057590000",-33.75324100,151.00532010
"10057600000",-33.74831670,150.99631600
"10057610000",-33.74564410,150.99622640
"10057620000",-33.74795800,150.99818970
"10057630000",-33.75479830,151.00608100
"10057640000",-33.75538040,151.00448170
"10057650000",-33.75381510,151.00401520
"10057660000",-33.75191470,151.00003820
"10057670000",-33.75250720,151.00148930
"10057680000",-33.75379110,150.99885660
"10057690000",-33.75275100,150.99880200
"10057700000",-33.75644550,151.00178090
"10057710000",-33.75962630,151.00640550
"10057720000",-33.75749270,151.00603610
"10057730000",-33.75864930,151.00510630
"10057740000",-33.75974650,151.00364540
"10057750000",-33.75880730,151.00214660
"10057780000",-33.76074990,150.99499180
"10057790000",-33.76151720,150.99703200
"10057800000",-33.75965990,150.99708450
"10057810000",-33.75933920,150.99927530
"10057820000",-33.76100180,151.00005830
"10057830000",-33.76222790,150.99849470
"10057840000",-33.76249010,150.99779340
"10057850000",-33.76297360,151.00293670
"10057860000",-33.74817660,151.01030090
"10057871000",-33.76740870,150.99998650
"10057872000",-33.76616920,151.00051940
"10057880000",-33.76555260,150.99911610
"10057890000",-33.76681760,150.99821510
"10057900000",-33.76380280,150.99889620
"10057910000",-33.76571050,150.99752410
"10057920000",-33.76617080,151.00214490
"10057930000",-33.76449390,151.00111460
"10057940000",-33.76172880,150.99496280
"10057950000",-33.76278500,150.99595290
"10057960000",-33.76297030,150.99498830
"10057970000",-33.75920470,150.99510980
"10057980000",-33.75702880,150.99537770
"10057990000",-33.75555760,150.99701030
"10058000000",-33.75763480,150.99645440
"10058012000",-33.76025850,150.99333710
"10058020000",-33.75641060,150.99390420
"10058030000",-33.76000320,150.99409200
"10058040000",-33.75912320,150.99405970
"10058060000",-33.75674120,150.99285740
"10058090000",-33.75469760,150.99569880
"10058100000",-33.75497030,150.99424020
"10058110000",-33.75348030,150.99466630
"10058120000",-33.75433680,150.99429300
"10058130000",-33.74988690,150.99738010
"10058140000",-33.75201100,150.99736490
"10058150000",-33.75217750,150.99475400
"10058160000",-33.75319370,150.99570000
"10058170000",-33.75217750,150.99594620
"10058180000",-33.75077230,150.99537140
"10058190000",-33.74849020,150.99444000
"10058200000",-33.74968470,150.99526710
"10058211000",-33.75924600,150.99157370
"10058212000",-33.76070540,150.99233340
"10058220000",-33.76327710,150.99149430
"10058240000",-33.75417720,150.99268140
"10058250000",-33.75572510,150.99209710
"10058260000",-33.75531350,150.99102920
"10058270000",-33.75753220,150.99028530
"10058280000",-33.75812820,150.99088930
"10058290000",-33.75032440,150.99144550
"10058300000",-33.75036710,150.99369730
"10058320000",-33.75146610,150.99278010
"10058330000",-33.75277340,150.99172280
"10058340000",-33.74626140,150.99160800
"10058350000",-33.75009910,150.98701650
"10058360000",-33.74712440,150.99265360
"10058370000",-33.74856450,150.98868520
"10058380000",-33.74625240,150.98772730
"10058390000",-33.74673410,150.98326220
"10058400000",-33.74811650,150.98438850
"10058410000",-33.74380160,150.98275040
"10058420000",-33.74160100,150.98426200
"10058430000",-33.74412270,150.98364650
"10058440000",-33.74433110,150.99183540
"10058450000",-33.74716550,150.98909840
"10058460000",-33.74375180,150.98744040
"10058470000",-33.74429240,150.98895480
"10058480000",-33.74325360,150.99730040
"10058490000",-33.74521420,150.99448560
"10058511000",-33.74074880,150.99694600
"10058512000",-33.74166570,150.99913060
"10058520000",-33.74047010,150.99049500
"10058530000",-33.74001760,150.99203480
"10058540000",-33.74104130,150.99354400
"10058550000",-33.74254340,150.98994600
"10058560000",-33.74224920,150.99320170
"10058570000",-33.74225080,150.99174660
"10058580000",-33.74191870,150.98820430
"10058590000",-33.74418820,150.98562800
"10058600000",-33.74237430,150.98604190
"10058610000",-33.74046120,150.98527890
"10058620000",-33.73890930,150.98516490
"10058630000",-33.74016740,150.98664350
"10058640000",-33.73747110,150.98626790
"10058650000",-33.73522770,150.98587940
"10058660000",-33.73579480,150.98773920
"10058670000",-33.73910890,150.99316160
"10058680000",-33.73646890,150.99023950
"10058690000",-33.73782970,150.99054120
"10058700000",-33.73975870,150.99497590
"10058710000",-33.73882690,150.99858680
"10058740000",-33.73543590,150.99465830
"10058750000",-33.73621900,150.99466440
"10058780000",-33.73493520,150.99703810
"10058790000",-33.73591170,150.99884520
"10058800000",-33.73687960,150.99971550
"10058810000",-33.73501560,151.00221990
"10058831000",-33.73654580,151.00083820
"10058832000",-33.73738080,151.00058050
"10058840000",-33.73439970,151.00053050
"10058850000",-33.73361820,151.00007740
"10058862000",-33.73269400,150.99809120
"10058863000",-33.73354810,150.99897560
"10058880000",-33.73346330,150.99633230
"10058890000",-33.73314290,150.99478750
"10058900000",-33.73524110,150.99030940
"10058910000",-33.73559680,150.99269840
"10058920000",-33.73259260,150.98781700
"10058930000",-33.73411130,150.99072640
"10058940000",-33.72952980,150.98717820
"10058950000",-33.73050230,150.98639870
"10058960000",-33.73331120,150.99164880
"10058970000",-33.73154800,150.99035550
"10058980000",-33.73288880,150.99346660
"10058990000",-33.73037190,150.99594540
"10059000000",-33.72847140,150.99349560
"10059010000",-33.72765170,150.99003630
"10059030000",-33.73308710,151.00058910
"10059071000",-33.73199070,151.00237760
"10059072000",-33.73113140,151.00324480
"10059101000",-33.72976770,150.99918840
"10059110000",-33.72935520,150.99776200
"10059120000",-33.72637120,150.99727910
"10059130000",-33.72835180,150.99616070
"10059140000",-33.72668890,150.99937760
"10059150000",-33.72688730,151.00130790
"10059160000",-33.72817900,151.00059620
"10059170000",-33.72372250,151.00187160
"10059180000",-33.72465610,150.99908150
"10059190000",-33.72469260,151.00295160
"10059200000",-33.72787130,151.00511100
"10059210000",-33.72836430,151.00766840
"10059220000",-33.72692770,151.00334530
"10059230000",-33.72895840,151.00254040
"10059240000",-33.72953870,151.00437990
"10059250000",-33.73042830,151.00366430
"10059260000",-33.72486110,150.98864020
"10059270000",-33.72695050,150.99320610
"10059280000",-33.72369970,150.98995340
"10059290000",-33.71961260,150.99131360
"10059300000",-33.72291850,150.99299020
"10059320000",-33.72161990,150.99202780
"10059330000",-33.72376410,150.99523980
"10059340000",-33.72170750,150.99765250
"10059351000",-33.72345230,150.99971210
"10059370000",-33.72761130,151.00961210
"10059380000",-33.72885390,151.01089770
"10059390000",-33.72793410,151.01181930
"10059400000",-33.73043730,151.01404470
"10059411000",-33.72978690,151.01606840
"10059412000",-33.72885780,151.01345150
"10059420000",-33.72789190,151.01715340
"10059430000",-33.72554810,151.01667200
"10059440000",-33.72587370,151.01363610
"10059450000",-33.72366690,151.01440870
"10059460000",-33.72407320,151.01187300
"10059470000",-33.72583320,151.01164960
"10059480000",-33.72313510,151.01006320
"10059490000",-33.72600820,151.00766170
"10059500000",-33.72517910,151.00954260
"10059510000",-33.72363560,151.00575140
"10059520000",-33.72196030,151.00494990
"10059530000",-33.72240430,151.00731360
"10059540000",-33.72157590,151.00181210
"10059550000",-33.72134340,151.00322890
"10059560000",-33.72334720,151.00823300
"10059580000",-33.71970290,151.01692500
"10059590000",-33.71828350,151.01288480
"10059600000",-33.71769070,151.00205440
"10059611000",-33.71608290,150.99958120
"10059612000",-33.71687780,151.00095690
"10059620000",-33.71499050,151.00171070
"10059630000",-33.71612920,151.00272600
"10059640000",-33.71698250,151.00547140
"10059650000",-33.71534980,151.00648930
"10059660000",-33.71619250,151.01148650
"10059670000",-33.71766000,151.00771730
"10059691000",-33.71995270,151.00005040
"10059692000",-33.71890950,151.00181150
"10059701000",-33.71825900,151.00435960
"10059703000",-33.71952730,151.00596870
"10059711000",-33.72044920,151.01039130
"10059712000",-33.72078670,151.00602790
"10059713000",-33.72120210,151.00876040
"10059714000",-33.71982350,151.00865540
"10059720000",-33.71485600,150.99464900
"10059731000",-33.71432780,150.99863500
"10059732000",-33.71574850,150.99787470
"10059740000",-33.71611060,150.99569260
"10059750000",-33.71834790,150.99841420
"10059760000",-33.71679330,150.99332350
"10059771000",-33.71301700,150.99211400
"10059780000",-33.71077350,150.99307390
"10059790000",-33.70906990,150.99307000
"10059800000",-33.71009740,150.99443760
"10059820000",-33.70687820,150.98968300
"10059830000",-33.70552380,150.98536390
"10059840000",-33.70709800,150.98723610
"10059850000",-33.71042890,150.99088660
"10059860000",-33.70838170,150.99000560
"10059870000",-33.70899440,150.98828390
"10059880000",-33.71162100,150.98923760
"10059890000",-33.71469080,150.99087560
"10059900000",-33.71145370,150.98754000
"10059910000",-33.71355280,150.98852350
"10059920000",-33.72035280,150.98484220
"10059950000",-33.72527190,150.97899940
"10059960000",-33.73075840,150.98280960
"10059990000",-33.73568850,150.98342770
"10060000000",-33.73272610,150.98490480
"10060020000",-33.73425400,150.97742160
"10060030000",-33.73203230,150.97333100
"10060041000",-33.72761940,150.97381970
"10060042000",-33.72807100,150.97664020
"10060050000",-33.73056430,150.97581300
"10060060000",-33.73129230,150.97864480
"10060070000",-33.71282580,150.98137500
"10060080000",-33.71456710,150.98159780
"10060090000",-33.71356520,150.97952100
"10060100000",-33.71542420,150.97930280
"10060110000",-33.71409400,150.97774820
"10060120000",-33.71399930,150.97595520
"10060130000",-33.71591540,150.97615610
"10060140000",-33.71768110,150.97639060
"10060150000",-33.71943480,150.97747440
"10060160000",-33.71681500,150.97417590
"10060171000",-33.71873530,150.97456770
"10060172000",-33.71942190,150.97569050
"10060180000",-33.72076000,150.97682160
"10060190000",-33.72232120,150.97655280
"10060200000",-33.72236850,150.97925920
"10060210000",-33.72339820,150.97823810
"10060220000",-33.71733200,150.98005060
"10060230000",-33.71702520,150.97829990
"10060240000",-33.71842280,150.97989500
"10060270000",-33.72098290,150.98017940
"10060280000",-33.72245490,150.98084820
"10060290000",-33.72460030,150.97428470
"10060300000",-33.71673490,150.97214480
"10060310000",-33.71771970,150.96733580
"10060320000",-33.71578090,150.96925690
"10060350000",-33.71735520,150.96517130
"10060360000",-33.71815200,150.96972970
"10060370000",-33.71898600,150.97202050
"10060381000",-33.71851330,150.97362710
"10060382000",-33.71995710,150.97328550
"10060390000",-33.71988200,150.97088890
"10060420000",-33.72089590,150.97400560
"10060430000",-33.72246670,150.97511590
"10060451000",-33.71910520,150.96607010
"10060453000",-33.71953360,150.96944100
"10060500000",-33.73304040,150.95521510
"10060510000",-33.73461390,150.95508330
"10060522000",-33.73586590,150.95256850
"10060550000",-33.73029690,150.95139860
"10060561000",-33.73303760,150.94860400
"10060562000",-33.72929710,150.94773220
"10060563000",-33.73066710,150.94850160
"10060570000",-33.73155240,150.94985790
"10060580000",-33.73644120,150.95479200
"10060600000",-33.73405460,150.96674230
"10060610000",-33.73505740,150.95709370
"10060622000",-33.73644590,150.95823110
"10060640000",-33.73076870,150.96915240
"10060650000",-33.74132330,150.95893270
"10060660000",-33.74128570,150.95656140
"10060670000",-33.73987600,150.96135650
"10060680000",-33.73822950,150.95787360
"10060691000",-33.73816480,150.95644450
"10060692000",-33.73869810,150.95451150
"10060700000",-33.73826150,150.96039630
"10060710000",-33.73720100,150.96008760
"10060721000",-33.73933420,150.95811480
"10060722000",-33.73825830,150.95890380
"10060730000",-33.74334810,150.95779930
"10060741000",-33.74501640,150.95860130
"10060742000",-33.74593850,150.95794230
"10060750000",-33.74341840,150.95930800
"10060760000",-33.74171230,150.96073210
"10060770000",-33.74185810,150.96239080
"10060780000",-33.74295080,150.96076310
"10060790000",-33.74452560,150.95957990
"10060800000",-33.74403420,150.96127950
"10060810000",-33.73662790,150.96413350
"10060820000",-33.73675720,150.96209960
"10060830000",-33.73482270,150.97054510
"10060840000",-33.73414640,150.97249900
"10060850000",-33.73557370,150.96836530
"10060860000",-33.73609910,150.96612880
"10060910000",-33.74241840,150.96488470
"10060920000",-33.74113030,150.96453070
"10060930000",-33.74104140,150.96703990
"10060940000",-33.73744620,150.96956370
"10060950000",-33.73979780,150.96936620
"10060960000",-33.73868240,150.97234170
"10060970000",-33.74381610,150.96861300
"10060980000",-33.74117760,150.96883820
"10060990000",-33.74218660,150.97112250
"10061000000",-33.74370050,150.96490040
"10061010000",-33.74414070,150.96615710
"10061021000",-33.74579560,150.96815610
"10061022000",-33.74476640,150.96716320
"10061030000",-33.74670180,150.96880580
"10061040000",-33.74658790,150.96624330
"10061050000",-33.74617120,150.96433880
"10061060000",-33.74823760,150.96424760
"10061070000",-33.74489420,150.96228020
"10061080000",-33.74655600,150.96241690
"10061090000",-33.74957920,150.96157880
"10061100000",-33.74820510,150.95951400
"10061110000",-33.74683120,150.96091020
"10061120000",-33.74701610,150.95847700
"10061130000",-33.74639880,150.95631000
"10061180000",-33.75250990,150.95487320
"10061190000",-33.75278540,150.95872310
"10061200000",-33.75431380,150.95726720
"10061210000",-33.75076570,150.95530590
"10061220000",-33.75252480,150.95701350
"10061230000",-33.73558470,150.97523230
"10061240000",-33.73676890,150.97351520
"10061250000",-33.73654440,150.97987030
"10061260000",-33.73873820,150.98344920
"10061270000",-33.73880810,150.98185380
"10061280000",-33.74010340,150.98032260
"10061290000",-33.73862580,150.97924110
"10061300000",-33.74103790,150.97287590
"10061310000",-33.73982250,150.97413510
"10061330000",-33.74128560,150.97501200
"10061360000",-33.74040820,150.97700410
"10061370000",-33.74142600,150.98194770
"10061380000",-33.74120600,150.97864670
"10061390000",-33.74523280,150.97735480
"10061420000",-33.74852310,150.97532920
"10061430000",-33.74627060,150.97501900
"10061440000",-33.74908770,150.97208450
"10061450000",-33.74971170,150.97091590
"10061460000",-33.74763350,150.97376980
"10061470000",-33.74831640,150.97287230
"10061480000",-33.75008510,150.96906870
"10061490000",-33.75203890,150.96683320
"10061500000",-33.75064350,150.96281070
"10061510000",-33.74898950,150.96536880
"10061520000",-33.75162970,150.96338820
"10061530000",-33.75214180,150.96492640
"10061540000",-33.75360180,150.96378880
"10061550000",-33.75768310,150.97057230
"10061560000",-33.75748200,150.97848250
"10061570000",-33.75895930,150.97249650
"10061580000",-33.75360180,150.96132010
"10061590000",-33.75563550,150.96402320
"10061600000",-33.75780010,150.96796560
"10061610000",-33.75638790,150.97110970
"10061620000",-33.75596680,150.96746750
"10061630000",-33.75282510,150.97060260
"10061640000",-33.75453560,150.97230480
"10061650000",-33.74877520,150.97728680
"10061660000",-33.75378090,150.97673580
"10061670000",-33.75571230,150.97776490
"10061680000",-33.75583450,150.97541790
"10061690000",-33.75154050,150.97968220
"10061700000",-33.75078480,150.97838640
"10061710000",-33.75031640,150.98178360
"10061720000",-33.74769480,150.98059600
"10061730000",-33.75049110,150.98338060
"10061740000",-33.75078440,150.98472180
"10061750000",-33.75391300,150.98167700
"10061760000",-33.75124060,150.98611600
"10061770000",-33.75388030,150.98397640
"10061780000",-33.75274680,150.98900840
"10061790000",-33.75727670,150.98504550
"10061800000",-33.75527190,150.98573220
"10061811000",-33.75644320,150.98861820
"10061820000",-33.75582980,150.98712610
"10061830000",-33.75848350,150.98908030
"10061850000",-33.75701360,150.98294690
"10061860000",-33.75868000,150.98518500
"10061870000",-33.75972840,150.98357120
"10061880000",-33.75860310,150.98746000
"10061890000",-33.75949710,150.98784870
"10061900000",-33.76128570,150.99059400
"10061920000",-33.76034080,150.98963420
"10061931000",-33.76138370,150.99438340
"10061932000",-33.76199880,150.99382830
"10061933000",-33.76161080,150.99207730
"10061934000",-33.76257860,150.99296560
"10061951000",-33.76043020,150.98739420
"10061952000",-33.76225810,150.98801550
"10061960000",-33.76156180,150.98961030
"10061970000",-33.76237830,150.99003310
"10061980000",-33.76147410,150.98212270
"10061990000",-33.76125820,150.98412270
"10062000000",-33.76178970,150.98635430
"10062010000",-33.76008430,150.98562680
"10062020000",-33.76168700,150.98060040
"10062030000",-33.75851580,150.97987250
"10062040000",-33.75881980,150.97546270
"10062050000",-33.76071500,150.97271550
"10062060000",-33.76028740,150.96884290
"10062070000",-33.76128280,150.96668940
"10062080000",-33.76175810,150.96875800
"10062090000",-33.76359590,150.97040850
"10062100000",-33.76395070,150.97295120
"10062110000",-33.76497050,150.96965880
"10062120000",-33.76518540,150.96607130
"10062130000",-33.75501260,150.95971030
"10062151000",-33.75814760,150.96373710
"10062160000",-33.75634650,150.96309310
"10062180000",-33.76057990,150.95796940
"10062201000",-33.76100150,150.96455050
"10062202000",-33.76328240,150.96200560
"10062210000",-33.76242360,150.95814760
"10062220000",-33.76735890,150.96640030
"10062230000",-33.76665620,150.96672150
"10062240000",-33.76927290,150.96762450
"10062250000",-33.76928010,150.97133830
"10062260000",-33.77163400,150.97380560
"10062270000",-33.77099010,150.97040020
"10062280000",-33.76878720,150.97321610
"10062290000",-33.76706110,150.97350460
"10062300000",-33.76584930,150.97023470
"10062310000",-33.77038170,150.98085760
"10062321000",-33.77072470,150.97592830
"10062322000",-33.77262840,150.97636320
"10062331000",-33.77144200,150.98405460
"10062332000",-33.77060670,150.98383300
"10062341000",-33.77149620,150.97962240
"10062342000",-33.77223520,150.97976090
"10062350000",-33.76925670,150.97705900
"10062360000",-33.76522560,150.97714800
"10062370000",-33.76723300,150.97747480
"10062380000",-33.76175740,150.97279460
"10062390000",-33.76311570,150.97708130
"10062400000",-33.76313210,150.97430080
"10062430000",-33.76891750,150.98140580
"10062440000",-33.76869150,150.98524360
"10062451000",-33.76857090,150.99104650
"10062452000",-33.76965980,150.99142840
"10062461000",-33.77048590,150.98802920
"10062462000",-33.76980130,150.98864000
"10062470000",-33.76739440,150.98634970
"10062480000",-33.76804870,150.98769690
"10062490000",-33.76533250,150.98293450
"10062500000",-33.76330330,150.98482950
"10062510000",-33.76549520,150.98469880
"10062520000",-33.76639010,150.98499510
"10062530000",-33.76313060,150.98843140
"10062540000",-33.76430580,150.98895200
"10062550000",-33.76567510,150.98897070
"10062560000",-33.76390720,150.99265530
"10062570000",-33.76625470,150.99224110
"10062580000",-33.76436450,150.99500910
"10062590000",-33.76733810,150.99292320
"10062600000",-33.76756580,150.99192200
"10062611000",-33.76821110,150.99430330
"10062612000",-33.76873540,150.99512420
"10062621000",-33.76637470,150.99607830
"10062622000",-33.76799140,150.99800040
"10062630000",-33.75283690,150.97530050
"10062650000",-33.73649090,151.01982110
"10062671000",-33.75409680,150.95524820
"10062672000",-33.75510900,150.95454280
"10062680000",-33.73429600,151.02385950
"10062691000",-33.73358570,151.02051010
"10062700000",-33.72527150,150.99308510
"10062711000",-33.73269530,151.00787930
"10062720000",-33.73089730,150.99219190
"10062730000",-33.73202330,150.99219250
"10062740000",-33.75218120,150.97417640
"10062750000",-33.76183770,150.97873530
"10062760000",-33.76145570,150.97626890
"10062771000",-33.73278850,151.01029340
"10062772000",-33.73230780,151.00940570
"10062790000",-33.71525760,150.97150750
"10062801000",-33.76824660,150.96229320
"10062802000",-33.76436460,150.95867380
"10062804000",-33.76650030,150.95974070
"10062830000",-33.75890850,150.95698870
"10062840000",-33.69934200,151.00689320
"10062850000",-33.68096610,150.91924200
"10062860000",-33.67692960,150.92671000
"10062870000",-33.68041570,150.93524180
"10062880000",-33.70814270,150.93590720
"10062890000",-33.69634240,150.94264170
"10062900000",-33.70007660,150.94682820
"10062910000",-33.70855290,150.96179190
"10062920000",-33.71591260,150.96400340
"10062930000",-33.71456250,150.96474220
"10062940000",-33.69922600,150.96615590
"10062950000",-33.69781680,150.99149520
"10062960000",-33.69753030,150.99405790
"10062970000",-33.70815800,150.99678200
"10062980000",-33.66344400,151.00348030
"10062990000",-33.66223830,151.00529120
"10063000000",-33.66290860,151.00731430
"10063010000",-33.54951210,150.89984430
"10063030000",-33.68337100,150.92851650
"10063050000",-33.71132650,150.95772580
"10063070000",-33.68611390,151.02645530
"10063110000",-33.70005810,151.00188190
"10063120000",-33.67922890,150.92097350
"10063130000",-33.69787120,150.94560530
"10063140000",-33.69077580,150.93960100
"10063150000",-33.66538610,151.00419950
"10063190000",-33.71365640,150.96236860
"10063210000",-33.39074150,150.98419900
"10063230000",-33.42803440,150.90758150
"10063240000",-33.45129520,150.91300970
"10063250000",-33.44490040,150.89987510
"10063262000",-33.48533250,150.99171260
"10063270000",-33.47229170,150.95653460
"10063280000",-33.47441800,150.97958740
"10063290000",-33.48781730,150.91748790
"10063300000",-33.47929380,150.88479470
"10063330000",-33.48507330,150.94349190
"10063342000",-33.55456230,150.98316750
"10063343000",-33.54061780,151.00535790
"10063350000",-33.59632560,150.95807920
"10063360000",-33.56439920,150.95198820
"10063370000",-33.60098640,151.00594240
"10063380000",-33.60395720,151.01064430
"10063390000",-33.61206930,151.01240900
"10063400000",-33.56963080,151.00466530
"10063410000",-33.58433770,150.96546550
"10063420000",-33.61862800,150.98890760
"10063430000",-33.62198400,151.00508760
"10063440000",-33.61977470,150.99757660
"10063451000",-33.60659390,150.97574700
"10063453000",-33.59885500,150.97869890
"10063460000",-33.60621330,150.99583030
"10063470000",-33.61346380,150.99773600
"10063480000",-33.58198900,150.93379020
"10063490000",-33.60393800,150.92054980
"10063500000",-33.62943680,150.99829910
"10063510000",-33.62783170,151.01661630
"10063520000",-33.63161380,151.01048570
"10063530000",-33.64716200,151.00882090
"10063540000",-33.63948390,151.00164880
"10063550000",-33.63801460,151.00769690
"10063560000",-33.64334220,151.01940110
"10063570000",-33.64277680,151.01317140
"10063580000",-33.65508320,151.01482090
"10063590000",-33.66222760,151.02174060
"10063600000",-33.66578900,151.01583980
"10063620000",-33.68106290,151.01812480
"10063630000",-33.68296290,151.02387910
"10063640000",-33.68160750,151.01563580
"10063660000",-33.62754040,150.90853690
"10063670000",-33.63953940,150.89986420
"10063680000",-33.64798860,150.90676090
"10063690000",-33.64798860,150.89934090
"10063700000",-33.66628050,150.90602030
"10063720000",-33.66275750,150.90541140
"10063730000",-33.64582950,150.93222860
"10063740000",-33.63944100,150.91913380
"10063750000",-33.64860180,150.91233020
"10063760000",-33.65303010,150.91808810
"10063770000",-33.65536820,150.90444430
"10063780000",-33.63954440,150.93261640
"10063790000",-33.63272950,150.93286980
"10063800000",-33.64814900,150.94310680
"10063810000",-33.65580250,150.93428950
"10063820000",-33.65530980,150.95188740
"10063830000",-33.66833590,150.95850390
"10063840000",-33.66600000,150.95452900
"10063850000",-33.67157830,150.96495540
"10063860000",-33.67745500,150.96368980
"10063870000",-33.60259900,150.94133040
"10063880000",-33.63473220,150.94752030
"10063890000",-33.64066050,150.94844950
"10063900000",-33.64594410,150.96058430
"10063910000",-33.66094650,150.96370750
"10063920000",-33.66032220,150.97646060
"10063930000",-33.65787100,150.98633550
"10063940000",-33.65778590,151.00183410
"10063950000",-33.65959770,150.99408170
"10063970000",-33.67650400,150.97881860
"10063980000",-33.68423820,150.97904990
"10063990000",-33.68700300,150.97134420
"10064000000",-33.68995350,150.97887970
"10064010000",-33.68581630,150.98915470
"10064040000",-33.68356160,151.01325730
"10064050000",-33.68179910,151.00883950
"10064060000",-33.67854640,150.99102980
"10064070000",-33.67311130,150.99174160
"10064080000",-33.67196750,151.00148330
"10064091000",-33.66280700,151.00111260
"10064092000",-33.66645410,151.00255200
"10064100000",-33.65054010,150.96832470
"10064110000",-33.65238560,150.99120830
"10064120000",-33.64881150,150.99598580
"10064130000",-33.64776360,150.98015060
"10064140000",-33.64096180,150.96550350
"10064150000",-33.64303240,150.98119730
"10064160000",-33.64104970,150.99669290
"10064170000",-33.63543790,150.99033400
"10064180000",-33.63695860,150.97934610
"10064190000",-33.61699630,150.97132420
"10064200000",-33.62715770,150.96466960
"10064210000",-33.63280170,150.97318560
"10064220000",-33.48648700,150.90032050
"10064230000",-33.60594940,151.00713710
"10064240000",-33.62038020,151.01625050
"10064250000",-33.59622900,151.00006470
"10064270000",-33.61936200,150.92252530
"10064280000",-33.64636580,150.88738060
"10064290000",-33.65969090,150.90601350
"10064300000",-33.64904980,150.95596720
"10064310000",-33.65476730,151.00692120
"10064320000",-33.67096000,151.00802190
"10064330000",-33.69315990,151.01625770
"10064340000",-33.65317250,150.92390600
"10064360000",-33.67995100,150.94032110
"10064380000",-33.69679600,150.95347670
"10064390000",-33.66827790,150.93681010
"10064430000",-33.69137560,150.96446350
"10064450000",-33.69310940,150.97870050
"10064480000",-33.69109740,151.00258710
"10064500000",-33.68978110,151.01775630
"10064510000",-33.69159910,151.01848810
"10064530000",-33.69248880,151.01721530
"10064540000",-33.69228020,151.01907360
"10064551000",-33.69353810,151.01873140
"10064552000",-33.69325920,151.02072170
"10064560000",-33.69258500,151.01989130
"10064570000",-33.69126110,151.02042060
"10064580000",-33.68975170,151.02312120
"10064590000",-33.69371600,151.02595370
"10064611000",-33.69465950,151.02240870
"10064612000",-33.69368180,151.02172470
"10064620000",-33.69472940,151.02447200
"10064630000",-33.69442940,151.02588970
"10064640000",-33.69289060,151.02264450
"10064650000",-33.71445380,150.96232100
"10064660000",-33.71696310,150.96276440
"10064680000",-33.71551440,150.96182880
"10064690000",-33.71349960,150.96329110
"10064700000",-33.71451840,150.96586570
"10064711000",-33.71513550,150.96742880
"10064712000",-33.71420690,150.97038990
"10064713000",-33.71434260,150.96890790
"10064742000",-33.71320630,150.96633670
"10064743000",-33.71249390,150.96740840
"10064750000",-33.70921280,150.97533470
"10064760000",-33.71144280,150.97851110
"10064770000",-33.71110860,150.98115470
"10064780000",-33.71007970,150.98048260
"10064790000",-33.70946300,150.97999860
"10064800000",-33.70701420,150.98126070
"10064810000",-33.70838610,150.98090150
"10064830000",-33.70249200,150.98115970
"10064850000",-33.70216360,150.97972100
"10064860000",-33.70443760,150.97622510
"10064880000",-33.70267740,150.97838570
"10064890000",-33.70347870,150.97709630
"10064900000",-33.70478360,150.97470770
"10064910000",-33.70327900,150.97442740
"10064920000",-33.70178160,150.97398580
"10064930000",-33.69678150,150.97386690
"10064940000",-33.69961050,150.97310290
"10064960000",-33.69952390,150.97462250
"10064970000",-33.70033670,150.97116160
"10064980000",-33.69799820,150.96994640
"10065000000",-33.69676930,150.97133940
"10065010000",-33.69934480,150.97206100
"10065020000",-33.69706570,150.97304230
"10065030000",-33.70279600,150.97233480
"10065040000",-33.70210600,150.97122880
"10065050000",-33.70478510,150.97284790
"10065062000",-33.70441900,150.97721370
"10065110000",-33.71114510,151.00590870
"10065120000",-33.71169210,151.00837350
"10065140000",-33.71374370,151.01021370
"10065150000",-33.70745450,151.00828030
"10065160000",-33.71176140,151.00962770
"10065170000",-33.70948960,151.00860990
"10065180000",-33.71374270,151.00753180
"10065190000",-33.70653410,151.01026680
"10065200000",-33.70474580,151.00735670
"10065211000",-33.70430390,151.00840160
"10065212000",-33.70300840,151.00548240
"10065220000",-33.70596860,151.00733450
"10065230000",-33.70440490,151.00468280
"10065240000",-33.70072900,150.98941480
"10065250000",-33.69940860,150.99058280
"10065270000",-33.69606170,150.99630140
"10065280000",-33.69631430,150.99880020
"10065290000",-33.70779390,150.99913290
"10065310000",-33.70768410,151.00159330
"10065320000",-33.70828600,151.00321490
"10065330000",-33.70711520,151.00436770
"10065340000",-33.70691620,151.00247660
"10065350000",-33.71205420,150.99738860
"10065360000",-33.71294190,150.99633470
"10065370000",-33.71240540,151.00371850
"10065380000",-33.71331240,151.00205530
"10065390000",-33.71378120,151.00519870
"10065400000",-33.71114510,151.00463440
"10065410000",-33.71100380,151.00178580
"10065420000",-33.70985740,150.99872790
"10065430000",-33.71006020,151.00144590
"10065440000",-33.70570120,151.00427410
"10065450000",-33.70218140,151.00396760
"10065470000",-33.70168520,150.99461000
"10065480000",-33.70370900,150.99113410
"10065500000",-33.70180790,150.99017480
"10065520000",-33.69853030,150.99378940
"10065550000",-33.69955680,150.99644730
"10065560000",-33.70055490,150.99229070
"10065570000",-33.69945790,150.99508320
"10065580000",-33.70351280,150.99326850
"10065590000",-33.70403500,150.99562840
"10065600000",-33.70463980,151.00076320
"10065610000",-33.70765170,150.99434090
"10065620000",-33.71033780,150.99577990
"10065630000",-33.70764350,150.99336960
"10065640000",-33.70604830,151.00050550
"10065650000",-33.70059630,150.96132210
"10065660000",-33.69955880,150.96830160
"10065670000",-33.70009040,150.96973010
